record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T1394,Uber,Social Media,USA,Startup,Apr,2024,962,4.4,Cost Cutting,3.9,7.2,267,Hiring Freeze,83.3,Software Engineer,67.0,13.3,13.3,4.0,5.4,7.2,Stable
T1395,SAP,Gaming,Germany,Mid-size,Jun,2024,1436,2.7,Overhiring Correction,3.4,4.5,3399,Hiring Freeze,71.9,Data Scientist,-24.5,8.1,11.3,2.4,5.4,7.2,Stable
T1396,Anthropic,Cybersecurity,UK,Enterprise,Nov,2024,1124,36.0,Overhiring Correction,3.0,10.0,1471,Downsizing,16.5,DevOps Engineer,72.7,28.4,6.1,1.8,4.5,2.7,Recession
T1397,Microsoft,Cloud,India,Enterprise,Oct,2026,3055,17.3,Cost Cutting,1.1,4.2,3138,Hiring Freeze,22.9,DevOps Engineer,80.0,-13.0,-0.4,1.3,5.2,5.0,Stable
T1398,NVIDIA,Cloud,USA,Enterprise,Nov,2025,1242,11.5,Overhiring Correction,3.6,7.3,2392,Hiring Freeze,51.5,ML Engineer,50.6,36.5,9.1,2.6,7.9,6.0,Stable
T1399,Microsoft,Cloud,Germany,Startup,Apr,2024,9623,38.3,Restructuring,6.6,10.0,1118,Downsizing,25.0,Data Scientist,-43.8,39.8,9.4,7.5,6.7,2.4,Recession
T1400,Netflix,FinTech,USA,Big Tech,Jun,2025,1714,29.6,AI Automation,2.9,10.0,911,Hiring Freeze,22.8,DevOps Engineer,-2.5,11.5,-7.1,3.4,5.3,2.5,Recession
T1401,Palantir,AI,UK,Big Tech,Jul,2026,2351,3.0,Restructuring,2.8,1.2,2511,Hiring Freeze,45.0,ML Engineer,1.8,34.4,5.8,2.3,9.3,9.3,Bull Market
T1402,Anthropic,FinTech,USA,Big Tech,Feb,2024,1139,12.3,Restructuring,2.5,4.2,388,Hiring Freeze,36.6,Cybersecurity Analyst,51.7,4.8,3.9,1.9,7.9,5.3,Stable
T1403,Oracle,Cloud,UK,Mid-size,Oct,2025,1970,15.8,Overhiring Correction,4.4,6.8,4902,Hiring Freeze,61.6,ML Engineer,-29.6,15.5,0.5,3.8,6.2,6.4,Stable
T1404,Databricks,E-Commerce,Canada,Big Tech,Nov,2024,2329,4.4,AI Automation,8.0,7.7,3521,Hiring Freeze,62.4,Software Engineer,54.5,33.6,15.6,5.3,7.9,6.2,Bull Market
T1405,Airbnb,AI,USA,Startup,Apr,2024,3797,39.8,Overhiring Correction,5.4,10.0,9046,Hiring Freeze,25.5,Data Scientist,57.0,-13.2,-8.4,4.9,3.6,1.0,Recession
T1406,Microsoft,FinTech,India,Big Tech,Feb,2024,6771,13.1,Market Slowdown,4.8,10.0,1753,Moderate Hiring,77.7,Frontend Developer,78.2,-15.3,-8.1,5.7,3.5,4.2,Stable
T1407,OpenAI,Cloud,India,Mid-size,Dec,2026,391,11.9,Market Slowdown,12.2,7.5,4109,Moderate Hiring,20.4,Cloud Engineer,48.3,-3.0,7.9,9.3,5.7,5.8,Stable
T1408,Google,AI,India,Big Tech,Dec,2024,7734,19.0,Cost Cutting,6.9,10.0,1741,Hiring Freeze,28.2,Data Scientist,-41.7,53.1,15.5,4.5,9.0,6.2,Recession
T1409,Salesforce,Social Media,USA,Mid-size,Aug,2024,2390,7.0,AI Automation,1.7,4.3,5179,Hiring Freeze,32.2,Cybersecurity Analyst,71.8,44.9,9.2,1.7,7.3,8.1,Bull Market
T1410,OpenAI,E-Commerce,UK,Startup,Feb,2024,1622,4.3,AI Automation,4.9,5.1,5484,Aggressive Hiring,52.2,Cloud Engineer,-36.9,-5.7,-4.9,6.9,6.0,7.0,Bull Market
T1411,Databricks,FinTech,Germany,Startup,Aug,2024,3277,14.2,AI Automation,3.1,7.6,5135,Moderate Hiring,68.1,Product Manager,-26.7,-12.9,-2.1,4.5,6.4,4.4,Stable
T1412,Google,Cybersecurity,Singapore,Enterprise,Mar,2024,1729,2.9,AI Automation,1.0,1.5,1858,Moderate Hiring,18.3,ML Engineer,34.0,54.4,18.7,1.7,9.1,8.5,Bull Market
T1413,Adobe,Gaming,Singapore,Enterprise,Dec,2025,2086,5.5,Overhiring Correction,8.8,10.0,5547,Moderate Hiring,36.7,DevOps Engineer,9.1,35.0,17.0,6.6,9.3,5.6,Stable
T1414,Spotify,Social Media,Germany,Enterprise,Jan,2025,6984,17.4,Market Slowdown,6.5,10.0,5176,Moderate Hiring,26.2,DevOps Engineer,10.2,2.0,-7.7,7.4,3.7,5.3,Stable
T1415,Salesforce,Cybersecurity,Singapore,Big Tech,Nov,2026,753,0.4,AI Automation,11.6,10.0,3683,Aggressive Hiring,60.4,Cloud Engineer,76.3,13.1,0.8,9.5,6.1,5.5,Bull Market
T1416,Apple,E-Commerce,India,Mid-size,Jan,2024,4073,12.2,Overhiring Correction,2.7,6.4,3974,Hiring Freeze,47.4,DevOps Engineer,42.0,54.7,11.7,2.7,6.1,7.8,Stable
T1417,Oracle,FinTech,India,Startup,Nov,2024,2162,2.2,Market Slowdown,8.5,9.0,1028,Moderate Hiring,66.4,Frontend Developer,-13.2,-10.6,-10.7,5.6,8.1,5.1,Bull Market
T1418,Palantir,E-Commerce,Canada,Mid-size,Jun,2025,1264,5.5,Overhiring Correction,5.0,3.7,4887,Moderate Hiring,42.6,Cybersecurity Analyst,13.4,53.7,21.8,3.8,7.6,9.3,Stable
T1419,Oracle,FinTech,UK,Mid-size,Oct,2024,1701,9.8,Restructuring,6.2,6.3,5167,Moderate Hiring,76.1,Cybersecurity Analyst,-2.2,38.2,19.7,4.8,7.4,6.0,Bull Market
T1420,SAP,Cybersecurity,UK,Enterprise,Aug,2026,1805,8.2,Cost Cutting,2.3,4.8,656,Hiring Freeze,84.3,Software Engineer,87.7,0.2,-6.7,1.7,6.9,6.0,Bull Market
T1421,SAP,Social Media,India,Enterprise,May,2025,13202,24.5,Market Slowdown,7.8,10.0,606,Hiring Freeze,80.7,ML Engineer,51.7,33.0,10.3,6.6,4.5,3.9,Recession
T1422,Amazon,Gaming,UK,Startup,Apr,2025,2546,10.3,Overhiring Correction,4.6,5.7,5766,Moderate Hiring,31.5,Software Engineer,-9.1,0.2,-7.3,3.6,4.7,5.3,Stable
T1423,Microsoft,AI,Germany,Enterprise,Jun,2026,336,2.2,AI Automation,6.4,3.7,3962,Aggressive Hiring,61.1,Data Scientist,-38.4,42.4,23.7,6.8,7.1,8.8,Bull Market
T1424,Meta,FinTech,India,Enterprise,Feb,2026,1544,9.9,Market Slowdown,4.9,10.0,2354,Hiring Freeze,81.6,ML Engineer,9.5,26.7,16.5,7.4,7.9,4.9,Stable
T1425,Apple,Social Media,India,Big Tech,May,2024,1656,29.7,AI Automation,10.0,10.0,190,Downsizing,61.7,Data Scientist,5.5,-13.3,-1.5,7.2,4.1,2.8,Recession
T1426,OpenAI,FinTech,India,Big Tech,Feb,2025,6616,15.7,Market Slowdown,5.1,10.0,1804,Hiring Freeze,52.1,Frontend Developer,29.4,36.1,6.1,7.8,7.6,5.4,Stable
T1427,Databricks,FinTech,India,Big Tech,Oct,2024,19658,12.1,Cost Cutting,12.9,10.0,67,Hiring Freeze,42.5,Cybersecurity Analyst,4.2,47.2,24.6,8.3,6.3,6.0,Recession
T1428,Spotify,Cloud,Germany,Mid-size,Feb,2025,3599,4.0,Overhiring Correction,3.9,2.0,1515,Hiring Freeze,55.1,Cloud Engineer,20.1,19.7,0.9,2.8,8.9,8.6,Stable
T1429,SAP,Cybersecurity,India,Big Tech,Mar,2026,1467,10.1,Restructuring,9.3,10.0,2483,Moderate Hiring,51.0,Data Scientist,-0.9,28.2,16.2,7.2,5.6,5.1,Stable
T1430,Salesforce,Cybersecurity,Singapore,Enterprise,Jul,2025,3229,7.1,Restructuring,11.4,4.0,3600,Moderate Hiring,42.2,Cybersecurity Analyst,-21.6,-12.6,4.8,7.4,7.6,5.2,Stable
T1431,Oracle,E-Commerce,USA,Startup,Mar,2026,6687,5.0,Market Slowdown,6.3,10.0,346,Hiring Freeze,28.7,Data Scientist,15.7,53.3,24.9,7.8,6.4,6.9,Stable
T1432,Airbnb,Cybersecurity,Canada,Enterprise,Jan,2025,1818,6.0,Cost Cutting,6.1,8.0,5563,Moderate Hiring,74.5,Cloud Engineer,61.7,-5.0,8.1,4.7,5.8,5.0,Bull Market
T1433,NVIDIA,Social Media,USA,Big Tech,Jan,2024,15292,10.7,AI Automation,7.1,8.7,1535,Hiring Freeze,71.0,DevOps Engineer,89.6,-3.0,3.0,5.5,6.3,4.7,Recession
T1434,Spotify,Gaming,Singapore,Startup,May,2026,1294,3.8,Restructuring,1.5,3.9,768,Hiring Freeze,37.0,Data Scientist,86.3,-24.5,-0.0,2.4,7.9,7.1,Stable
T1435,Salesforce,Gaming,USA,Startup,Dec,2024,13105,12.1,Overhiring Correction,5.4,6.1,1918,Hiring Freeze,11.1,Software Engineer,-34.8,-0.7,-9.5,5.3,7.4,5.7,Recession
T1436,Apple,Cybersecurity,Singapore,Big Tech,Nov,2026,2021,5.1,Cost Cutting,11.9,10.0,3046,Moderate Hiring,10.6,Product Manager,37.0,55.9,23.6,9.1,6.9,7.2,Bull Market
T1437,Adobe,Social Media,UK,Startup,Feb,2024,2221,18.0,AI Automation,2.3,4.0,540,Downsizing,71.3,Product Manager,-5.8,53.2,25.9,3.6,5.8,6.1,Stable
T1438,Apple,Cybersecurity,USA,Startup,Feb,2025,1478,7.3,AI Automation,4.9,4.0,3688,Moderate Hiring,11.2,Product Manager,64.8,-6.2,-9.8,3.6,4.8,6.2,Bull Market
T1439,Anthropic,E-Commerce,Germany,Startup,Jul,2025,1031,5.3,Cost Cutting,4.7,3.7,5149,Moderate Hiring,11.0,Cloud Engineer,28.7,48.8,27.2,3.2,7.8,8.2,Bull Market
T1440,Airbnb,Gaming,Canada,Enterprise,Nov,2026,19898,35.6,AI Automation,7.5,10.0,1337,Downsizing,89.7,DevOps Engineer,61.1,40.4,4.8,4.7,4.9,4.1,Recession
T1441,Oracle,Cloud,Singapore,Startup,Dec,2026,948,7.1,Cost Cutting,8.0,4.3,3722,Moderate Hiring,52.1,ML Engineer,-9.6,-10.4,-13.2,5.5,4.5,5.4,Bull Market
T1442,Netflix,Cybersecurity,Singapore,Mid-size,May,2025,517,5.8,AI Automation,2.7,3.0,1235,Hiring Freeze,52.4,DevOps Engineer,-26.5,40.7,22.5,1.7,8.9,8.7,Stable
T1443,Stripe,E-Commerce,UK,Enterprise,Dec,2024,5799,12.4,Restructuring,5.7,3.8,5606,Moderate Hiring,46.4,Frontend Developer,14.9,-22.7,-6.8,3.5,6.9,5.3,Stable
T1444,Oracle,Gaming,Germany,Mid-size,Aug,2024,981,6.5,Overhiring Correction,6.4,4.5,4207,Moderate Hiring,81.5,Cloud Engineer,3.2,43.7,22.1,6.2,6.0,7.5,Bull Market
T1445,NVIDIA,AI,Canada,Enterprise,Jan,2025,288,9.8,Cost Cutting,11.0,6.8,1039,Moderate Hiring,71.8,Data Scientist,37.5,47.5,15.3,7.1,9.2,6.9,Bull Market
T1446,SAP,Social Media,Germany,Enterprise,Jun,2026,1060,1.0,Overhiring Correction,7.7,2.5,2864,Moderate Hiring,53.5,ML Engineer,53.4,57.0,30.5,4.6,7.8,9.4,Bull Market
T1447,Uber,FinTech,Singapore,Big Tech,Mar,2026,18843,39.9,Cost Cutting,6.1,10.0,158,Downsizing,20.8,Data Scientist,63.5,11.8,-2.5,7.1,5.8,2.5,Recession
T1448,Intel,Social Media,Singapore,Enterprise,May,2026,3272,16.1,Market Slowdown,4.7,6.5,4651,Hiring Freeze,62.2,ML Engineer,-0.2,54.2,25.7,2.9,7.2,6.4,Stable
T1449,NVIDIA,AI,Singapore,Big Tech,Oct,2026,3020,3.0,Cost Cutting,7.0,6.5,7817,Aggressive Hiring,64.5,Data Scientist,69.1,-24.2,-12.5,7.4,6.7,6.5,Stable
T1450,Stripe,Social Media,Canada,Enterprise,Oct,2026,179,6.9,Market Slowdown,5.9,5.8,1812,Moderate Hiring,33.3,Cybersecurity Analyst,29.5,42.2,12.7,7.2,7.1,8.2,Bull Market
T1451,Stripe,Cybersecurity,Germany,Startup,Dec,2024,2210,1.0,Cost Cutting,1.0,1.0,593,Hiring Freeze,84.1,Software Engineer,-30.9,-8.6,7.0,1.5,5.4,7.7,Bull Market
T1452,Microsoft,Social Media,USA,Big Tech,Jun,2024,9011,21.7,Cost Cutting,6.7,8.3,693,Hiring Freeze,45.6,DevOps Engineer,21.9,34.0,0.9,4.8,7.3,4.9,Recession
T1453,Microsoft,Cloud,Singapore,Big Tech,Jan,2026,6917,16.1,Market Slowdown,6.4,6.4,3659,Hiring Freeze,49.0,Data Scientist,85.9,48.3,10.7,4.2,8.0,6.1,Stable
T1454,Microsoft,AI,Singapore,Startup,Oct,2026,6775,4.3,AI Automation,8.8,4.4,7795,Moderate Hiring,78.7,Data Scientist,-33.0,-4.7,8.2,7.2,5.8,5.9,Stable
T1455,Netflix,FinTech,USA,Big Tech,Nov,2026,3721,10.7,Overhiring Correction,10.6,10.0,5516,Moderate Hiring,15.7,ML Engineer,18.9,59.8,23.0,7.4,8.8,7.1,Stable
T1456,Uber,Cloud,UK,Big Tech,Apr,2024,4994,17.0,Cost Cutting,3.7,5.2,5064,Hiring Freeze,81.7,Cloud Engineer,48.1,25.9,-2.3,2.8,4.7,5.1,Stable
T1457,Oracle,Gaming,Canada,Mid-size,Nov,2026,343,3.1,AI Automation,4.9,6.4,4227,Moderate Hiring,73.9,Software Engineer,25.9,-0.8,7.1,4.3,5.5,6.0,Bull Market
T1458,Uber,AI,India,Startup,Oct,2026,2527,16.7,AI Automation,3.3,7.2,5902,Hiring Freeze,82.9,Data Scientist,9.9,25.1,0.2,2.7,4.9,5.5,Stable
T1459,Salesforce,Cloud,Singapore,Big Tech,Oct,2025,524,1.0,Overhiring Correction,4.7,3.1,2162,Moderate Hiring,19.0,Product Manager,33.8,-12.6,-7.9,3.0,6.5,7.3,Bull Market
T1460,Intel,FinTech,Canada,Mid-size,Jul,2026,363,3.7,Restructuring,2.8,3.3,5711,Moderate Hiring,47.7,DevOps Engineer,-34.8,-24.7,-11.8,3.2,6.4,6.5,Bull Market
T1461,Amazon,Cybersecurity,USA,Mid-size,Feb,2024,18341,13.5,Restructuring,8.1,10.0,167,Hiring Freeze,20.9,Cloud Engineer,-0.3,-24.7,-20.3,5.3,4.4,3.4,Recession
T1462,Airbnb,AI,Canada,Enterprise,May,2025,879,2.6,Restructuring,2.7,1.9,3641,Hiring Freeze,12.4,ML Engineer,66.2,28.4,21.3,2.1,9.4,7.6,Bull Market
T1463,Intel,AI,India,Enterprise,Sep,2026,350,7.2,Overhiring Correction,8.0,10.0,1822,Moderate Hiring,58.0,ML Engineer,18.0,3.6,6.5,9.7,8.4,5.2,Bull Market
T1464,Adobe,E-Commerce,Canada,Startup,Oct,2025,13822,34.5,Market Slowdown,5.7,10.0,1149,Downsizing,47.3,Data Scientist,9.2,-16.0,-24.0,4.5,5.1,2.9,Recession
T1465,Google,AI,UK,Big Tech,Jun,2024,5077,12.7,Cost Cutting,2.8,6.6,5969,Hiring Freeze,20.1,ML Engineer,58.6,31.6,10.3,2.9,6.8,6.4,Stable
T1466,Uber,Cybersecurity,Singapore,Enterprise,Apr,2025,6868,17.4,AI Automation,5.2,8.7,1658,Hiring Freeze,40.2,Software Engineer,5.4,20.6,4.5,4.9,7.8,5.5,Recession
T1467,Stripe,Cybersecurity,Singapore,Startup,Jul,2026,200,15.4,Overhiring Correction,6.3,10.0,649,Hiring Freeze,14.2,Data Scientist,87.8,10.5,-1.6,9.1,6.2,5.1,Stable
T1468,Amazon,Cybersecurity,Germany,Mid-size,Feb,2024,3365,17.6,Restructuring,6.0,5.8,5191,Hiring Freeze,10.3,Software Engineer,-10.5,-20.2,-3.2,3.8,4.3,4.3,Stable
T1469,Anthropic,Cloud,Singapore,Enterprise,May,2024,3836,13.1,AI Automation,9.8,10.0,2730,Moderate Hiring,17.4,DevOps Engineer,-7.8,-23.5,-8.1,8.4,5.6,3.8,Stable
T1470,Meta,AI,India,Big Tech,Sep,2025,9127,22.4,AI Automation,2.5,4.2,3513,Hiring Freeze,58.5,ML Engineer,56.1,-7.7,-1.7,1.7,4.3,5.6,Recession
T1471,NVIDIA,Gaming,Germany,Mid-size,Sep,2024,3233,9.6,AI Automation,1.4,3.0,1104,Hiring Freeze,11.4,Frontend Developer,21.3,-8.3,4.5,1.6,7.6,5.8,Stable
T1472,SAP,AI,Canada,Enterprise,Jun,2025,2358,3.1,AI Automation,9.1,4.5,9989,Aggressive Hiring,10.1,ML Engineer,75.7,32.8,12.9,5.9,8.4,8.6,Stable
T1473,Airbnb,Cloud,USA,Startup,Dec,2026,451,6.8,Overhiring Correction,4.1,3.6,3527,Hiring Freeze,85.4,Frontend Developer,-38.4,-0.3,-2.8,2.7,6.9,7.2,Bull Market
T1474,Meta,Gaming,USA,Mid-size,Jan,2024,2348,7.7,Restructuring,6.3,4.6,3192,Hiring Freeze,15.7,Data Scientist,-3.7,8.4,-2.1,4.1,4.9,6.6,Bull Market
T1475,Netflix,FinTech,USA,Enterprise,May,2024,6068,6.6,Overhiring Correction,4.3,5.5,4433,Moderate Hiring,42.8,Product Manager,78.1,40.3,20.0,3.5,6.1,6.6,Stable
T1476,NVIDIA,E-Commerce,Singapore,Startup,Feb,2025,19072,27.9,Overhiring Correction,6.9,9.7,469,Hiring Freeze,39.3,Data Scientist,-36.5,55.4,23.4,8.6,7.4,4.3,Recession
T1477,Uber,E-Commerce,Singapore,Enterprise,Dec,2025,2397,9.8,Market Slowdown,9.1,10.0,724,Hiring Freeze,62.9,DevOps Engineer,63.1,45.5,26.3,6.4,6.3,5.6,Bull Market
T1478,Palantir,FinTech,Singapore,Mid-size,Jun,2026,15132,18.1,Overhiring Correction,4.6,5.5,954,Hiring Freeze,74.3,Cloud Engineer,8.4,3.7,-7.4,5.5,4.4,4.8,Recession
T1479,Anthropic,AI,USA,Enterprise,May,2024,1056,13.1,Cost Cutting,9.8,9.7,8041,Aggressive Hiring,50.7,Data Scientist,-21.5,-10.1,-0.5,9.8,5.2,3.6,Stable
T1480,Apple,Gaming,Canada,Mid-size,Feb,2025,6080,11.1,Cost Cutting,15.3,10.0,5252,Moderate Hiring,31.5,Product Manager,-12.8,37.7,22.3,9.3,6.2,6.5,Stable
T1481,Meta,Cloud,Singapore,Big Tech,Feb,2024,5521,26.3,Restructuring,7.6,10.0,481,Hiring Freeze,44.9,DevOps Engineer,-7.3,-11.1,-8.5,8.3,4.4,3.1,Recession
T1482,Meta,FinTech,UK,Big Tech,Jan,2025,580,3.3,Overhiring Correction,12.1,10.0,3456,Moderate Hiring,80.2,Data Scientist,22.8,19.4,5.5,9.6,8.1,7.1,Stable
T1483,NVIDIA,E-Commerce,USA,Big Tech,Jan,2024,5302,10.4,Cost Cutting,2.2,5.3,3909,Moderate Hiring,35.8,DevOps Engineer,29.2,48.9,23.0,2.5,9.1,6.4,Stable
T1484,NVIDIA,Cloud,Singapore,Big Tech,Nov,2025,18067,16.6,AI Automation,2.5,7.6,128,Downsizing,36.2,Software Engineer,75.9,11.2,6.9,3.2,5.0,6.1,Recession
T1485,Palantir,Gaming,UK,Startup,May,2026,2939,14.1,Cost Cutting,9.5,4.3,1738,Hiring Freeze,13.7,Cybersecurity Analyst,14.8,-10.4,-0.7,6.2,4.3,5.1,Recession
T1486,Google,FinTech,Singapore,Big Tech,Feb,2026,5497,9.8,Restructuring,10.1,10.0,3407,Moderate Hiring,28.4,Software Engineer,-40.6,-13.4,-8.4,7.0,5.2,5.4,Stable
T1487,Adobe,Gaming,Canada,Big Tech,Mar,2025,133,1.5,Restructuring,12.6,10.0,521,Hiring Freeze,37.2,Cloud Engineer,22.4,-22.7,-12.7,7.7,5.1,5.5,Stable
T1488,Airbnb,Cloud,USA,Enterprise,Feb,2024,2409,26.1,Overhiring Correction,4.1,10.0,111,Hiring Freeze,28.9,Cloud Engineer,-38.9,-7.8,-3.1,5.6,5.5,2.7,Recession
T1489,Adobe,FinTech,Canada,Big Tech,Jun,2025,305,3.0,Market Slowdown,1.4,2.0,1230,Hiring Freeze,13.5,Cloud Engineer,32.3,11.2,9.3,1.6,9.0,7.1,Bull Market
T1490,Databricks,AI,USA,Enterprise,May,2024,8731,32.8,Restructuring,1.9,7.6,2198,Downsizing,71.8,Data Scientist,12.6,-0.1,-5.9,2.3,4.0,3.4,Recession
T1491,SAP,AI,Germany,Startup,Jun,2025,6787,2.2,Overhiring Correction,4.4,4.3,6213,Aggressive Hiring,43.2,ML Engineer,10.7,34.2,15.6,4.8,6.8,8.5,Stable
T1492,Uber,E-Commerce,USA,Startup,Feb,2025,5643,4.4,Cost Cutting,1.1,1.8,5579,Moderate Hiring,85.5,Cybersecurity Analyst,-35.5,27.2,1.3,1.8,8.1,7.3,Stable
T1493,Spotify,Gaming,UK,Enterprise,Apr,2026,3364,4.3,Cost Cutting,15.2,5.4,993,Moderate Hiring,58.2,ML Engineer,74.4,40.2,21.0,9.5,9.2,8.7,Stable
T1494,Apple,Gaming,Canada,Startup,Nov,2024,391,5.0,Cost Cutting,5.1,5.3,1663,Hiring Freeze,47.0,Data Scientist,3.2,34.1,23.1,3.7,9.5,7.6,Bull Market
T1495,Anthropic,Gaming,Germany,Enterprise,Jan,2026,574,7.0,Market Slowdown,4.4,7.2,730,Moderate Hiring,14.0,Product Manager,-3.1,-19.6,-15.2,6.5,4.9,4.6,Bull Market
T1496,Spotify,AI,Singapore,Enterprise,Oct,2024,3244,33.8,Market Slowdown,6.3,10.0,9051,Moderate Hiring,16.6,ML Engineer,-15.8,-15.1,-4.3,8.0,4.4,1.7,Recession
T1497,Microsoft,AI,Canada,Big Tech,Apr,2024,1746,6.3,Market Slowdown,4.0,4.2,1852,Moderate Hiring,65.6,ML Engineer,78.1,50.2,16.1,4.5,8.6,7.8,Bull Market
T1498,Stripe,FinTech,Singapore,Big Tech,May,2024,2426,4.5,AI Automation,8.5,7.7,2526,Moderate Hiring,70.7,Frontend Developer,87.0,-20.1,-4.8,5.7,6.4,4.5,Bull Market
T1499,Salesforce,Cybersecurity,UK,Enterprise,Aug,2025,1003,4.1,Overhiring Correction,4.9,6.0,2467,Moderate Hiring,39.4,Cybersecurity Analyst,-3.3,20.2,1.2,3.0,8.6,7.5,Stable
T1500,Google,Cloud,UK,Startup,Oct,2024,6207,11.9,AI Automation,7.7,8.7,3193,Moderate Hiring,29.4,ML Engineer,76.9,19.9,7.9,5.8,8.3,5.9,Stable
T1501,Databricks,Cloud,UK,Enterprise,Oct,2024,664,7.8,Cost Cutting,7.8,6.7,1922,Hiring Freeze,17.2,Frontend Developer,12.6,10.2,10.2,5.8,5.8,5.6,Bull Market
T1502,NVIDIA,Gaming,Singapore,Startup,Oct,2026,1396,2.4,Overhiring Correction,9.6,8.7,5679,Moderate Hiring,41.9,Product Manager,-19.9,45.0,14.0,6.2,7.7,6.8,Bull Market
T1503,Palantir,Social Media,Germany,Startup,Oct,2025,9894,19.9,Overhiring Correction,8.0,10.0,1641,Hiring Freeze,76.9,Software Engineer,-6.5,42.4,24.0,8.5,7.8,5.5,Recession
T1504,Anthropic,E-Commerce,UK,Enterprise,Apr,2025,2430,8.1,Cost Cutting,3.3,5.4,5478,Moderate Hiring,65.9,Cloud Engineer,40.4,-3.4,5.0,3.2,6.3,5.8,Bull Market
T1505,Intel,Cloud,Germany,Enterprise,Dec,2024,9281,27.0,Restructuring,10.3,10.0,172,Downsizing,57.7,Data Scientist,17.7,2.9,-5.6,6.4,6.2,3.6,Recession
T1506,Oracle,FinTech,USA,Enterprise,Jun,2026,7627,16.8,Restructuring,8.9,10.0,768,Hiring Freeze,47.8,Data Scientist,9.5,43.5,22.6,10.0,7.9,6.1,Recession
T1507,Databricks,Cloud,Germany,Big Tech,Sep,2024,660,4.2,Restructuring,3.5,5.0,3721,Hiring Freeze,82.9,ML Engineer,-23.8,35.2,14.8,2.3,9.1,6.8,Bull Market
T1508,Stripe,Social Media,India,Enterprise,Jun,2024,2497,12.1,AI Automation,5.5,10.0,2735,Moderate Hiring,89.2,Cybersecurity Analyst,78.8,39.8,13.2,8.6,7.2,5.8,Stable
T1509,Oracle,E-Commerce,Canada,Mid-size,Nov,2024,4598,8.1,Cost Cutting,3.2,2.8,1916,Hiring Freeze,59.3,DevOps Engineer,22.9,34.3,11.7,2.2,6.1,7.7,Recession
T1510,SAP,AI,India,Startup,Sep,2026,3921,11.1,Restructuring,5.3,5.8,6566,Moderate Hiring,63.4,Data Scientist,-44.8,3.9,6.6,4.2,5.8,6.0,Stable
T1511,Microsoft,Cloud,USA,Big Tech,Feb,2024,1847,2.8,Overhiring Correction,3.0,3.6,4766,Hiring Freeze,57.9,ML Engineer,-25.3,-24.6,-0.5,2.8,7.4,5.4,Bull Market
T1512,Anthropic,E-Commerce,Germany,Enterprise,Dec,2026,2028,9.3,Cost Cutting,9.9,9.3,1229,Hiring Freeze,42.1,Frontend Developer,16.0,54.9,28.0,6.4,6.4,7.6,Bull Market
T1513,Adobe,AI,UK,Enterprise,Dec,2024,9601,24.4,AI Automation,5.7,10.0,2600,Hiring Freeze,31.8,ML Engineer,0.7,13.5,4.1,9.4,6.2,3.1,Recession
T1514,Intel,E-Commerce,Germany,Big Tech,May,2025,3209,38.3,Cost Cutting,5.2,8.9,1072,Downsizing,28.5,Frontend Developer,32.6,53.2,3.3,5.2,4.9,3.0,Recession
T1515,Netflix,Social Media,Canada,Startup,Oct,2026,1235,2.3,Market Slowdown,5.5,3.4,5335,Moderate Hiring,77.1,Software Engineer,54.5,4.7,11.8,3.5,7.8,7.1,Bull Market
T1516,SAP,E-Commerce,UK,Big Tech,Feb,2024,748,1.1,Market Slowdown,4.8,5.1,4672,Moderate Hiring,67.9,Cloud Engineer,22.7,28.0,7.4,4.8,8.9,8.6,Bull Market
T1517,OpenAI,FinTech,USA,Big Tech,Jul,2025,2165,7.9,Cost Cutting,13.4,10.0,2351,Moderate Hiring,54.1,Cybersecurity Analyst,40.5,47.6,20.5,9.0,9.3,5.8,Stable
T1518,Apple,AI,Singapore,Mid-size,Oct,2026,2603,15.4,Market Slowdown,8.8,9.9,2259,Hiring Freeze,34.7,Data Scientist,23.3,2.5,-6.1,6.9,6.9,5.2,Stable
T1519,Microsoft,FinTech,UK,Mid-size,May,2025,63,2.4,Restructuring,4.6,2.5,3222,Moderate Hiring,30.3,Cloud Engineer,71.7,41.4,16.4,2.9,7.3,9.3,Bull Market
T1520,Airbnb,Cloud,UK,Enterprise,Apr,2026,5673,22.8,Market Slowdown,10.8,10.0,1430,Hiring Freeze,13.1,Data Scientist,48.0,-23.3,-5.8,6.9,6.2,2.5,Recession
T1521,Apple,AI,India,Mid-size,Sep,2026,2124,8.1,Cost Cutting,10.7,9.9,3372,Moderate Hiring,73.0,ML Engineer,-29.2,7.4,-0.5,8.6,5.0,4.7,Bull Market
T1522,Google,E-Commerce,USA,Enterprise,Oct,2025,1391,9.7,Restructuring,5.5,6.9,2738,Hiring Freeze,72.7,Cloud Engineer,44.4,13.5,14.5,8.0,7.4,7.0,Bull Market
T1523,Anthropic,Cloud,Germany,Enterprise,Aug,2025,2367,0.8,Restructuring,1.9,3.9,4528,Moderate Hiring,12.3,Data Scientist,18.6,1.1,8.6,1.9,8.0,7.9,Bull Market
T1524,Spotify,AI,India,Enterprise,Jun,2024,1440,39.2,Cost Cutting,3.2,10.0,6950,Downsizing,77.2,ML Engineer,44.9,52.6,11.2,2.5,4.6,2.9,Recession
